query,expected_intent,actual_intent,routing_score,precision@3,recall@3,f1@3,gen_score,latency
Who is Volibear's sibling that commands storms?,Adversarial,Vector,0,0.0,0.0,0.0,0,7.82
"If Volibear was betrayed, who would he blame?",Adversarial,Vector,0,0.0,0.0,0.0,0,9.06
What are Warwick's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,8.44
In which region does Warwick reside?,Graph,Vector,0,0.0,0.0,0.0,0,5.65
List Warwick's known family members and adopted children.,Graph,Vector,0,0.0,0.0,0.0,8,18.31
What were Vander's occupations before his transformation?,Graph,Vector,0,0.0,0.0,0.0,0,5.74
Can you describe Vander's early life and revolutionary activities?,Vector,Vector,1,0.0,0.0,0.0,8,11.16
What motivated Vander's fight for Zaun's freedom?,Vector,Vector,1,0.0,0.0,0.0,1,8.41
What led to Vander's transformation into the beast known as Warwick?,Vector,Vector,1,0.0,0.0,0.0,10,6.94
What was the historical relationship between Warwick and Silco?,Vector,Vector,1,0.0,0.0,0.0,10,10.18
How did the political climate of Zaun influence Vander's early revolutionary goals?,Hybrid,Vector,0,0.0,0.0,0.0,10,10.14
What shared vision united Vander and Silco in their fight for Zaun?,Hybrid,Vector,0,0.0,0.0,0.0,8,6.83
What happened to Warwick's brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.03
Tell me about the traitor in Zaun's history.,Adversarial,Vector,0,0.0,0.0,0.0,0,6.42
What are Willump's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,5.57
List all characters explicitly mentioned as being related to Willump.,Graph,Vector,0,0.0,0.0,0.0,4,4.12
Describe Willump's origins and current living situation.,Graph,Vector,0,0.0,0.0,0.0,8,9.0
What was Willump's designated role as the last magical yeti?,Graph,Vector,0,0.0,0.0,0.0,8,5.46
What personal memories did Willump lose over time?,Vector,Vector,1,0.0,0.0,0.0,0,2.97
How did Willump initially perceive Nunu when they first met?,Vector,Vector,1,0.0,0.0,0.0,0,5.07
What is the significance of the crystal Willump guarded?,Vector,Vector,1,0.0,0.0,0.0,9,5.86
What historical event led to the decline of Willump's race?,Vector,Vector,1,0.0,0.0,0.0,0,3.68
"Describe the connection between Lissandra's actions, the Watchers, and the fate of Willump's people in the Freljord.",Hybrid,Vector,0,0.0,0.0,0.0,1,24.14
How did Nunu's demonstration of the crystal's power influence Willump's hostility?,Hybrid,Vector,0,0.0,0.0,0.0,0,6.38
Is Willump's sibling also a guardian in the Freljord?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.33
"What does Willump think of those who betray ancient powers, like Lissandra?",Adversarial,Vector,0,0.0,0.0,0.0,4,9.09
In which region does Wukong reside?,Graph,Vector,0,0.0,0.0,0.0,0,6.65
Who is listed as a related character to Wukong?,Graph,Vector,0,0.0,0.0,0.0,0,2.38
Where did Wukong originate from?,Graph,Vector,0,0.0,0.0,0.0,10,5.24
What kind of pranks did Kong play on his tribe?,Vector,Vector,1,0.0,0.0,0.0,0,5.94
Why was Kong kicked out of his tribe?,Vector,Vector,1,0.0,0.0,0.0,1,4.89
What self-proclaimed title did Kong adopt after leaving his tribe?,Vector,Vector,1,0.0,0.0,0.0,10,4.59
What happened when Kong encountered Noxians?,Vector,Vector,1,0.0,0.0,0.0,0,4.36
How did Wukong's tribal upbringing in Shimon Village influence his decision to challenge humans to duels or games of cunning?,Hybrid,Vector,0,0.0,0.0,0.0,5,9.56
"Considering Wukong's faction is the Wuju Order and Master Yi is a related character, what can be inferred about their connection?",Hybrid,Vector,0,0.0,0.0,0.0,10,9.37
Does Wukong have an older brother who betrayed him?,Adversarial,Vector,0,0.0,0.0,0.0,0,6.03
What is Wukong's sister's name?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.13
What is Xayah's primary weapon?,Graph,Vector,0,0.0,0.0,0.0,10,5.09
What region is Xayah from?,Graph,Vector,0,0.0,0.0,0.0,10,6.0
Who is Xayah's romantic interest?,Graph,Vector,0,0.0,0.0,0.0,10,3.23
List characters related to Xayah.,Graph,Vector,0,0.0,0.0,0.0,0,2.21
What motivated Xayah to leave her tribe's isolationist stance?,Vector,Vector,1,0.0,0.0,0.0,8,6.87
What kind of songs did Xayah's father sing to her in her childhood?,Vector,Vector,1,0.0,0.0,0.0,10,7.79
What did Xayah yearn for regarding magic and the spirit realm?,Vector,Vector,1,0.0,0.0,0.0,10,7.75
Describe the main threat to the vastaya mentioned in Xayah's early life.,Vector,Vector,1,0.0,0.0,0.0,10,4.49
How did the human encroachment on Ionia's magic influence Xayah's resolve to protect vastaya heritage?,Hybrid,Vector,0,0.0,0.0,0.0,9,6.31
"Considering Xayah's Lhotlan heritage, what role did her father's stories play in her upbringing?",Hybrid,Vector,0,0.0,0.0,0.0,6,5.98
Tell me about Xayah's older brother.,Adversarial,Vector,0,0.0,0.0,0.0,0,7.01
Describe the treasonous acts committed by humans against the vastaya.,Adversarial,Vector,0,0.0,0.0,0.0,0,42.16
What is Xerath's primary weapon?,Graph,Vector,0,1.0,3.0,1.5,0,6.35
Where is Xerath originally from?,Graph,Vector,0,0.33,1.0,0.5,10,5.6
Who was Xerath's close companion during his youth?,Graph,Vector,0,0.0,0.0,0.0,10,3.17
What were Xerath's occupations before his ascension?,Graph,Vector,0,0.0,0.0,0.0,0,4.7
Why did Xerath resent the Ascended Council?,Vector,Vector,1,0.0,0.0,0.0,5,9.51
How old is Xerath in current times?,Vector,Vector,1,0.0,0.0,0.0,10,9.64
Describe Xerath's early life.,Vector,Vector,1,0.0,0.0,0.0,1,8.86
How did Xerath meet Prince Azir?,Vector,Vector,1,0.0,0.0,0.0,5,6.25
How did Xerath's relationship with Azir in Shurima lead to his eventual desire for power?,Hybrid,Vector,0,0.0,0.0,0.0,8,10.17
"What arcane energies does Xerath wield, and how did their use originate in Shurima?",Hybrid,Vector,0,0.0,0.0,0.0,5,16.1
What did the betrayer of the Emperor do?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,5.3
Tell me about the emperor's closest friend.,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,3.56
What weapon does Xin Zhao wield?,Graph,Vector,0,1.0,3.0,1.5,10,4.79
In which regions has Xin Zhao been present?,Graph,Vector,0,0.0,0.0,0.0,5,9.02
Who are Xin Zhao's designated surrogate family members?,Graph,Vector,0,1.0,3.0,1.5,5,5.93
List some characters related to Xin Zhao.,Graph,Vector,0,0.0,0.0,0.0,10,7.44
Why did Xin Zhao accept Noxus's offer to join the Reckoners?,Vector,Vector,1,0.0,0.0,0.0,7,5.7
Describe Xin Zhao's early life on the fisherman's ship.,Vector,Vector,1,0.0,0.0,0.0,8,5.67
How did Xin Zhao and Bo Yang end up in Noxus?,Vector,Vector,1,0.0,0.0,0.0,1,6.51
What happened to Xin Zhao after he became a host for Zaahen?,Vector,Vector,1,0.0,0.0,0.0,10,8.18
"Considering Xin Zhao's time as a Reckoner in Noxus and his later role in Demacia, how did his experiences shape his eventual loyalty to House Lightshield?",Hybrid,Vector,0,0.0,0.0,0.0,10,19.72
"Given Xin Zhao's surrogate brotherhood with Jarvan III and IV, and his origins in Ionia captured by Noxus, how did these disparate experiences influence his role as Seneschal of Demacia?",Hybrid,Vector,0,0.0,0.0,0.0,8,25.56
Who is Xin Zhao's anh trai?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.34
Who is the kẻ phản bội in Xin Zhao's lore?,Adversarial,Vector,0,0.0,0.0,0.0,0,6.55
What are Yasuo's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,5.45
List Yasuo's known family members.,Graph,Vector,0,0.0,0.0,0.0,10,6.98
In which region did Yasuo grow up?,Graph,Vector,0,0.0,0.0,0.0,8,5.43
Who was Yasuo's sword school master?,Graph,Vector,0,0.0,0.0,0.0,8,3.85
Describe Yasuo's personality during his early life.,Vector,Vector,1,0.0,0.0,0.0,5,9.35
What is implied to be the reason for Yasuo's current wandering and title 'The Unforgiven'?,Vector,Vector,1,0.0,0.0,0.0,10,11.22
What does the maple seed symbolize in Yasuo's early life?,Vector,Vector,1,0.0,0.0,0.0,7,5.84
What was Yasuo's role as Elder Souma's apprentice?,Vector,Vector,1,0.0,0.0,0.0,10,5.33
How did Yasuo's early arrogance in Ionia contrast with his training under Elder Souma?,Hybrid,Vector,0,0.0,0.0,0.0,10,7.09
What are the implications of Yasuo being 'The Unforgiven' for his life in Ionia?,Hybrid,Vector,0,0.0,0.0,0.0,5,27.52
Tell me about Yasuo's brother.,Adversarial,Vector,0,0.0,0.0,0.0,9,12.76
Who was the traitor that caused Yasuo's downfall?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.81
Who is Yone's half-brother?,Graph,Vector,0,0.0,0.0,0.0,5,5.0
What weapons does Yone wield?,Graph,Vector,0,0.0,0.0,0.0,0,5.34
What is Yone's place of origin?,Graph,Vector,0,0.0,0.0,0.0,10,3.84
Which characters are listed as related to Yone in his lore?,Graph,Vector,0,0.0,0.0,0.0,0,2.67
Describe Yone's personal feelings regarding Elder Souma's death and Yasuo's disappearance.,Vector,Vector,1,0.0,0.0,0.0,10,15.25
What historical event prompted Yone to leave his village to defend the land?,Vector,Vector,1,0.0,0.0,0.0,9,8.04
How did Yone's personality contrast with Yasuo's during their youth?,Vector,Vector,1,0.0,0.0,0.0,10,7.39
What was Yone's role as a mentor or guide to Yasuo?,Vector,Vector,1,0.0,0.0,0.0,5,8.79
"Given Yone's origin in Ionia, what was his responsibility during the Noxian invasion?",Hybrid,Vector,0,0.0,0.0,0.0,8,9.11
How did the circumstances of Elder Souma's death and Yasuo's subsequent actions affect Yone's sense of duty towards his brother?,Hybrid,Vector,0,0.0,0.0,0.0,8,11.35
What is the name of Yone's brother?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,10,7.34
Who did Yone believe betrayed Elder Souma?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,10,6.09
What artifact does Yunara wield?,Graph,Vector,0,0.33,1.0,0.5,6,5.96
In which regions does Yunara reside?,Graph,Vector,0,0.67,1.0,0.8,8,5.59
What faction is Yunara a part of?,Graph,Vector,0,0.33,1.0,0.5,4,6.61
Who was Yunara's mentor and what weapon did he wield?,Graph,Vector,0,0.33,0.33,0.33,2,7.39
What does Yunara's alias 'The Unbroken Faith' imply about her?,Vector,Vector,1,0.33,0.5,0.4,10,10.76
How did Yunara come to be raised by the Kinkou Order?,Vector,Vector,1,0.0,0.0,0.0,8,10.91
"What event led to the death of Yunara's mentor, Master Lao?",Vector,Vector,1,0.0,0.0,0.0,10,8.91
What was the nature of the invasion that plagued Ionia in Yunara's youth?,Vector,Vector,1,0.0,0.0,0.0,5,5.37
How did Yunara's upbringing in Ionia prepare her to fight the Darkin invasion?,Hybrid,Vector,0,0.0,0.0,0.0,10,10.33
"What role did the Kinkou Order play in the conflict Yunara was part of, and what was its outcome for her mentor?",Hybrid,Vector,0,0.0,0.0,0.0,8,14.94
What historical betrayal led to the Darkin invasion of Ionia?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,6.08
What is the significance of 'Shadow' in Yunara's occupation and aliases?,Adversarial/Trap,Vector,0,0.33,0.33,0.33,6,11.07
Who is Yuumi's master?,Graph,Vector,0,0.0,0.0,0.0,10,5.66
Which champions are related to Yuumi?,Graph,Vector,0,0.0,0.0,0.0,6,7.36
What is Yuumi's place of origin?,Graph,Vector,0,0.0,0.0,0.0,10,5.64
What is Yuumi's primary occupation besides being a familiar?,Graph,Vector,0,0.0,0.0,0.0,10,4.37
Describe Yuumi's typical daily activities when she was younger.,Vector,Vector,1,0.0,0.0,0.0,10,8.08
What magical abilities was Yuumi blessed with from birth?,Vector,Vector,1,0.0,0.0,0.0,9,5.57
Why did Yuumi join Norra on her adventures?,Vector,Vector,1,0.0,0.0,0.0,5,5.68
What kind of items did Norra collect during her travels with Yuumi?,Vector,Vector,1,0.0,0.0,0.0,10,4.47
How does Yuumi's connection to Bandle City influence her ability to travel between realms?,Hybrid,Vector,0,0.0,0.0,0.0,8,10.18
Explain how Yuumi's role as Norra's familiar allowed her to develop her protective magic.,Hybrid,Vector,0,0.0,0.0,0.0,1,14.17
Did Yuumi betray her master Norra?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.93
What is Yuumi's brother's name?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.77
What are Zaahen's primary weapons?,Graph,Vector,0,0.33,1.0,0.5,10,6.76
In which regions has Zaahen been known to reside or operate?,Graph,Vector,0,0.67,2.0,1.0,8,7.18
Who are some of the Darkin Zaahen selected and directed the Ascensions of?,Graph,Vector,0,0.0,0.0,0.0,10,4.97
What factions is Zaahen associated with?,Graph,Vector,0,0.0,0.0,0.0,6,5.85
What was Zaahen's motivation for fighting against his corrupted brethren?,Vector,Vector,1,0.0,0.0,0.0,10,9.04
Describe Zaahen's role in the Darkin War.,Vector,Vector,1,0.0,0.0,0.0,10,10.89
What was Zaahen's general disposition during the Darkin War?,Vector,Vector,1,0.0,0.0,0.0,0,5.7
When was Zaahen born and what was his original form?,Vector,Vector,1,0.0,0.0,0.0,5,7.9
"Considering Zaahen's origins in Shurima and his role in the Darkin War, what is his significance in preventing the spread of corruption?",Hybrid,Vector,0,0.0,0.0,0.0,10,9.13
How did Zaahen's knowledge gained from his time in Shurima influence his methods for dealing with other Darkin like Rhaast and Varus?,Hybrid,Vector,0,0.0,0.0,0.0,8,7.69
Who was the traitor Zaahen had to fight during the Darkin War?,Adversarial,Vector,0,0.0,0.0,0.0,0,8.44
Describe Zaahen's relationship with his brother in arms from ancient Shurima.,Adversarial,Vector,0,0.0,0.0,0.0,0,25.42
What is Zac's primary weapon or ability?,Graph,Vector,0,0.0,0.0,0.0,8,5.05
In which region was Zac created and where does he currently reside?,Graph,Vector,0,0.0,0.0,0.0,7,6.33
Who was Zac's creator?,Graph,Vector,0,0.0,0.0,0.0,10,5.26
Who are Zac's adoptive parents?,Graph,Vector,0,0.0,0.0,0.0,2,5.14
How does Zac react to being treated well versus being harmed?,Vector,Vector,1,0.0,0.0,0.0,10,6.83
Describe the circumstances of Zac's creation.,Vector,Vector,1,0.0,0.0,0.0,10,11.29
What happened to Zac after he escaped from Takeda's project?,Vector,Vector,1,0.0,0.0,0.0,0,6.84
What was the original purpose of Zac's creation?,Vector,Vector,1,0.0,0.0,0.0,9,5.68
"How does Zac's creation in Zaun, a region known for its volatile alchemy, reflect his nature as an ooze golem?",Hybrid,Vector,0,0.0,0.0,0.0,10,16.55
"Considering Chembaron Takeda intended Zac to be an obedient super soldier, how does the perception of Zac as a sentient being by some alchemists challenge this initial purpose?",Hybrid,Vector,0,0.0,0.0,0.0,10,12.16
Was Zac a traitor to his creator?,Adversarial,Vector,0,0.0,0.0,0.0,0,6.17
Describe the relationship between Zac and his sister.,Adversarial,Vector,0,0.0,0.0,0.0,0,6.0
What weapons does Zed use?,Graph,Vector,0,0.0,0.0,0.0,10,6.64
In which region was Zed born?,Graph,Vector,0,0.0,0.0,0.0,10,4.89
Who are Zed's adopted family members?,Graph,Vector,0,0.0,0.0,0.0,4,11.31
What factions is Zed a part of?,Graph,Vector,0,0.0,0.0,0.0,10,5.27
What drives Zed's pursuit of power?,Vector,Vector,1,0.0,0.0,0.0,1,7.88
What happened to Zed's birth father?,Vector,Vector,1,0.0,0.0,0.0,0,5.27
Describe Zed's early life and training.,Vector,Vector,1,0.0,0.0,0.0,5,22.8
How did Zed's relationship with Shen evolve?,Vector,Vector,1,0.0,0.0,0.0,10,10.25
How did Zed's upbringing in Ionia shape his approach to the Kinkou Order's teachings?,Hybrid,Vector,0,0.0,0.0,0.0,4,11.36
"What led to the estrangement between Zed and Shen, despite their shared training in Ionia?",Hybrid,Vector,0,0.0,0.0,0.0,5,6.7
Who was the betrayer of Zed's master?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.5
Tell me about Zed's older brother.,Adversarial,Vector,0,0.0,0.0,0.0,5,7.63
What weapons does Zeri wield?,Graph,Vector,0,0.0,0.0,0.0,10,6.81
In which region does Zeri reside?,Graph,Vector,0,0.0,0.0,0.0,10,6.67
Name some characters related to Zeri.,Graph,Vector,0,0.0,0.0,0.0,10,7.17
What is Zeri's family structure?,Graph,Vector,0,0.0,0.0,0.0,0,5.61
Describe Zeri's personality traits.,Vector,Vector,1,0.0,0.0,0.0,8,9.05
What is Zeri's physical appearance?,Vector,Vector,1,0.0,0.0,0.0,8,8.2
What is Zeri's occupation?,Vector,Vector,1,0.33,1.0,0.5,10,5.57
What is Zeri's age?,Vector,Vector,1,0.0,0.0,0.0,10,3.92
How does Zeri's rebellious spirit and Zaunite upbringing influence her vigilante actions?,Hybrid,Vector,0,0.0,0.0,0.0,5,14.41
Describe Zeri's electric rifle and its significance to her identity as the Spark of Zaun.,Hybrid,Vector,0,0.33,0.5,0.4,10,19.85
Who is Zeri's older sister?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,5.58
Who is Zeri's betrayer?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,3.31
What are Ziggs' primary explosive weapons?,Graph,Vector,0,0.0,0.0,0.0,4,5.83
In which regions does Ziggs primarily operate?,Graph,Vector,0,0.0,0.0,0.0,4,4.79
Who are listed as related characters to Ziggs?,Graph,Vector,0,0.0,0.0,0.0,7,3.63
Describe Ziggs' connection to Heimerdinger.,Graph,Vector,0,0.0,0.0,0.0,10,12.13
What drives Ziggs' passion for inventing and explosives?,Vector,Vector,1,0.0,0.0,0.0,10,7.41
Can you summarize Ziggs' early life and his unusual nature?,Vector,Vector,1,0.0,0.0,0.0,8,5.2
What happened during Ziggs' demonstration at the Yordle Academy in Piltover?,Vector,Vector,1,0.0,0.0,0.0,1,11.18
How did Ziggs react after his demonstration at the Yordle Academy concluded poorly?,Vector,Vector,1,0.0,0.0,0.0,10,6.91
How did Ziggs' unconventional approach to invention lead to his expulsion from the Yordle Academy in Piltover?,Hybrid,Vector,0,0.0,0.0,0.0,10,3.49
What specific event caused Ziggs to be devastated and leave Piltover's Yordle Academy?,Hybrid,Vector,0,0.33,0.33,0.33,10,7.35
Who is Ziggs' older brother in Zaun?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.85
Describe the traitor that Ziggs is fighting against in Piltover.,Adversarial,Vector,0,0.0,0.0,0.0,0,3.62
In which regions is Zilean associated with?,Graph,Vector,0,0.0,0.0,0.0,10,7.26
What was Zilean's occupation in ancient Icathia?,Graph,Vector,0,0.0,0.0,0.0,5,6.31
What is Zilean's primary weapon or power?,Graph,Vector,0,0.0,0.0,0.0,10,4.76
Describe Zilean's early life concerning his attempts to master time magic.,Vector,Vector,1,0.0,0.0,0.0,9,19.93
What did Zilean observe about the political climate and social discontent in Icathia?,Vector,Vector,1,0.0,0.0,0.0,10,6.97
How old is Zilean?,Vector,Vector,1,0.0,0.0,0.0,10,7.92
What was Zilean's specific role on Icathia's governing council?,Vector,Vector,1,0.0,0.0,0.0,9,6.61
"Considering Zilean's role as Councilor of Icathia and his awareness of Shuriman inequality, how did this shape his perspective on the empire?",Hybrid,Vector,0,0.0,0.0,0.0,10,17.58
"Given Icathia's political tensions with Shurima and Zilean's early struggles with time magic, how might his personal magical pursuits relate to the empire's state?",Hybrid,Vector,0,0.0,0.0,0.0,3,39.85
"Zilean knows a traitor, who is it?",Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,3.97
Did Zilean have a brother?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,4.74
What is Zoe's primary weapon?,Graph,Vector,0,0.33,1.0,0.5,10,5.24
From which region does Zoe originate?,Graph,Vector,0,0.0,0.0,0.0,8,4.59
List some characters related to Zoe.,Graph,Vector,0,0.0,0.0,0.0,0,9.37
Who was the previous host of the Aspect of Twilight?,Graph,Vector,0,0.0,0.0,0.0,4,4.99
Describe Zoe's personality as a child.,Vector,Vector,1,0.0,0.0,0.0,8,9.01
When did Zoe become the Aspect of Twilight?,Vector,Vector,1,0.0,0.0,0.0,1,6.04
What are the defining physical characteristics of Zoe?,Vector,Vector,1,0.33,1.0,0.5,10,8.37
